id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;beneficios_expectativa;pregunta_bizarra;rh_una_palabra;diversidad_sexual;libertad_ser;diversidad_management;lenguaje_inclusivo;discapacidad;linea_segura;sufrio_acoso;teletrabajo;retorno_plan;retorno_mes;retorno_decision;retorno_dias;modalidad_ingresos;retorno_satisfaccion;valoracion_gestion_pandemia;tipo_cambio;multiplicador;sueldo_ft;sueldo_dolar;cuenta
422;2021-11-04T18:52:14Z;Hombre cis;46 - 50;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Tucumán;Relación de Dependencia;Minería;1.001 - 2.500;Multinacional;8;Jefe;Indeterminado;Full time;Diseño Organizacional;4;3;3;15;300000;Medicina prepaga / Plan de salud, Abono de celular, Charter / Servicio de transporte, Comedor / Almuerzos, Seguro de vida (adicionales a los de ley);Un sueldo;2 ajustes;21;Agosto;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Desarrollo Humano & Organizacional;No;0;3;Sí, activamente;Formacion - Kits;Ninguna;Talento;Si;En desacuerdo;0.1;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;Si;Si;Presencial 100%;Enero 2022;De la empresa;3 días;Presencial;Algo satisfecho;3;106.46;1;300000;2817.9597971068947;1
423;2021-11-04T20:03:42Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;51 - 100;Nacional;2;Responsable;Monotributista;Full time;Generalista;1;0;0;12;150000;Horarios flexibles, Home office, Idiomas;Un sueldo;1 solo;16;Septiembre;No;No tenemos sistema de gestión;People;No;0.1;4;No,  pero escucho ofertas;Prepaga para grupo familiar;NA;Estrategia;No;De acuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;Si;Si;En evaluación;Marzo 2022 en adelante;De la empresa;A elección de cada empleado;Teletrabajo;No aplica / Prefiero no responder;4;106.46;1;150000;1408.9798985534474;1
424;2021-11-04T20:24:29Z;Mujer cis;31 - 35;Universitario completo;Psicología;Universidad Privada;Perú;NA;Relación de Dependencia;Otros;251 - 500;Multinacional;6;Analista;Plazo Fijo;Full time;Administración de Personal;0;5;1;5;1500;Tarjeta de descuento;No recibo bono;No tuve ajustes;0;NA;No;SCIRE;Talento Humano;No;0;3;Sí, activamente;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.0567;1;1500;369.7586708408312;1
425;2021-11-04T23:17:44Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Otros;1.001 - 2.500;Nacional;16;Analista;Indeterminado;Full time;Administración de Personal;0;4;1;5;80;Medicina prepaga / Plan de salud, Horarios flexibles, Home office, Préstamos, Reintegros en capacitación;No recibo bono;1 solo;27;Julio;No;No tenemos sistema de gestión;Recursos Humanos;No;NA;3;No,  pero escucho ofertas;NA;NA;NA;No;Ni de acuerdo ni en desacuerdo;0.5;Totalmente de acuerdo;No tengo ninguna discapacidad;No;Si;No;NA;NA;NA;NA;Presencial;NA;5;106.46;1;80;0.751455945895172;1
426;2021-11-05T01:32:03Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Tabaco;1.001 - 2.500;Multinacional;20;Analista;Indeterminado;Full time;Reclutamiento;0;0;0;10;190000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Idiomas, Préstamos, Seguro de vida (adicionales a los de ley);No recibo bono;2 ajustes;30;Septiembre;No;SAP / SuccessFactors;People and Culture;Si;0.4;4;No estoy buscando cambiar;Adicional de vacaciones, días de licencia por tema personal;Tenés pensado tener hijos en el corto plazo?;Qué?;No;De acuerdo;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;No esta definido;De la empresa;3 días;Mixta;Algo satisfecho;5;106.46;1;190000;1784.7078715010334;1
427;2021-11-05T09:02:48Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);1.001 - 2.500;Nacional;7;Analista;Indeterminado;Full time;Reclutamiento;0;4;1;2;65000;Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos, Home office, Reintegro en electricidad;No recibo bono;3 o más ajustes;35;Septiembre;No;RH Pro;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Descuentos en comida, ropa, combustible;-;Equipo;No;Totalmente de acuerdo;0.3;En desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;No esta definido;De común acuerdo;A elección de cada empleado;Teletrabajo;Algo satisfecho;5;106.46;1;65000;610.5579560398272;1
428;2021-11-05T10:51:17Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;501 - 1.000;Multinacional;15;Analista;Indeterminado;Full time;Reclutamiento;0;0;0;3;68700;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley);No recibo bono;2 ajustes;0;Septiembre;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;68700;645.3127935374789;1
429;2021-11-05T12:59:08Z;Mujer cis;31 - 35;Terciario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;7;HRBP;Indeterminado;Full time;Capacitación y Desarrollo;0;0;0;1;90000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Préstamos, Reintegros en capacitación;No recibo bono;2 ajustes;30;Octubre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;Si;0.1;4;No,  pero escucho ofertas;viajes;NA;Servicio;No;De acuerdo;0.2;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Si;En evaluación;No esta definido;De común acuerdo;No aplica;Teletrabajo;Muy instatisfecho;4;106.46;1;90000;845.3879391320685;1
430;2021-11-05T13:27:36Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;2.501 - 5.000;Multinacional;80;Responsable;Indeterminado;Full time;Compensaciones y beneficios;0;4;3;14;300000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Un sueldo;No tuve ajustes;17;Octubre;No;Workday;Recursos Humanos;Si;1;4;No,  pero escucho ofertas;Gimnasio - Reintegro de Gastos de Wellness - Maternidad Extendida;NA;NA;No;Totalmente de acuerdo;NA;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Febrero 2022;Del empleado;A elección de cada empleado;Mixta;Muy satisfecho;4;106.46;1;300000;2817.9597971068947;1
431;2021-11-05T13:43:40Z;Mujer cis;36 - 40;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Jujuy;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);251 - 500;Nacional;5;Gerente;Indeterminado;Full time;Generalista;4;3;3;16;225000;Medicina prepaga / Plan de salud, Abono de celular;No recibo bono;3 o más ajustes;25;Noviembre;Si, en emprendimiento relacionado con RRHH;Tango;Capital Humano;No;0;4;No,  pero escucho ofertas;Horarios Flexibles;porque te separaste?;FACILITADOR;No;Totalmente de acuerdo;0.5;En desacuerdo;No tengo ninguna discapacidad;No;Si;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;Muy satisfecho;4;106.46;1;225000;2113.469847830171;1
432;2021-11-05T14:50:04Z;Hombre cis;31 - 35;Universitario completo;Administración de Empresas;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Transporte marítimo, puertos;51 - 100;Nacional;9;Responsable;Indeterminado;Full time;Administración de Personal;4;10;5;5;460000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Abono de celular, Charter / Servicio de transporte, Comedor / Almuerzos, Gimnasio, Home office, Idiomas, Posgrados, Préstamos, Seguro de vida (adicionales a los de ley), Reintegros en capacitación;Un sueldo;2 ajustes;46;Agosto;No;Nucleus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;460000;4320.8716888972385;1
433;2021-11-05T14:52:17Z;Mujer cis;36 - 40;Universitario abandonado;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;1.001 - 2.500;Multinacional;25;Jefe;Indeterminado;Full time;Generalista;2;1;1;7;170000;Abono de celular, Abono de internet, Préstamos;Un sueldo;3 o más ajustes;47;Octubre;No;No tenemos sistema de gestión;Recursos Humanos;Si;0.2;2;Sí, activamente;Pago de almuerzo, gastos totales se internet que cubra gastos grales de mi trabajo 100% remoto, gimnasio u otra membresia que elija, dias adicionales, prepagada OSDE minimo 310. Tarjeta corporativa.;NA;todero;No;Totalmente de acuerdo;0.7;De acuerdo;No tengo ninguna discapacidad;Si;Si;Si;Remoto 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;5;106.46;1;170000;1596.8438850272403;1
434;2021-11-05T14:52:40Z;Mujer cis;31 - 35;Universitario completo;Abogacía;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Multinacional;8;Analista;Contractor (para otros países);Full time;Reclutamiento;0;4;4;6;90000;Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Home office, Idiomas, Posgrados, Reintegros en capacitación;Dos sueldos;2 ajustes;35;Octubre;No;airtable;Talento Humano;No;0.4;5;No,  pero escucho ofertas;mayor salario;que son las metricas;Hunting;No;Totalmente de acuerdo;1;Totalmente de acuerdo;Obesidad;No;Si;Si;Mixto;No aplica;De común acuerdo;A elección de cada empleado;Mixta;Muy satisfecho;5;106.46;1;90000;845.3879391320685;1
435;2021-11-05T14:54:40Z;Hombre cis;31 - 35;Universitario completo;Psicología;Universidad Privada;Argentina;Chaco;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);51 - 100;Nacional;1;Responsable;Indeterminado;Full time;Reclutamiento;0;2;2;3;71823;Medicina prepaga / Plan de salud, Horarios flexibles, Equipamiento ergonómico de teletrabajo;No recibo bono;1 solo;21;Agosto;No;No tenemos sistema de gestión;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Capacitaciones pagas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;71823;674.6477550253617;1
436;2021-11-05T14:58:10Z;Hombre cis;41 - 45;Diplomado de posgrado completo;Administración de Empresas;Universidad Pública;Argentina;Jujuy;Relación de Dependencia;Minería;101 - 250;Nacional;4;Gerente;Indeterminado;Full time;Relaciones laborales;8;2;3;10;450000;Medicina prepaga / Plan de salud, Abono de celular, Combustible, Comedor / Almuerzos, Frutas y snacks, Home office, Posgrados;Un sueldo;2 ajustes;35;Septiembre;Si, en emprendimiento relacionado con RRHH;Bejerman;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;450000;4226.939695660342;1
438;2021-11-05T15:35:47Z;Hombre cis;36 - 40;Universitario completo;Administración de Empresas;Universidad Pública;Argentina;Salta;Relación de Dependencia;Alimentación, bebidas;1.001 - 2.500;Multinacional;12;Responsable;Indeterminado;Full time;Administración de Personal;5;2;2;14;208000;Medicina prepaga / Plan de salud, Abono de celular, Gimnasio, Posgrados;Un sueldo;2 ajustes;31;Agosto;No;RH Pro;Recursos Humanos;No;0.2;2;No,  pero escucho ofertas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;208000;1953.7854593274471;1
439;2021-11-05T15:51:14Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;501 - 1.000;Nacional;14;Responsable;Indeterminado;Full time;Reclutamiento;0;7;0;10;160000;Medicina prepaga / Plan de salud;Dos sueldos;2 ajustes;30;Julio;No;No tenemos sistema de gestión;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Paquete de beneficios flexible y a elección;Pensas tener hijos pronto? con quien se queda tu hijo cuando estas trabajando?;ambivalente;No;De acuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Si;En evaluación;No esta definido;No aplica;No aplica;Mixta;Algo satisfecho;3;106.46;1;160000;1502.9118917903438;1
440;2021-11-05T16:41:56Z;Mujer cis;41 - 45;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Salta;Relación de Dependencia;Comercio;101 - 250;Multinacional;2;Jefe;Indeterminado;Full time;Generalista;1;21;12;12;90000;Medicina prepaga / Plan de salud;Un sueldo;2 ajustes;15;Noviembre;Si, en proyectos ad honorem;Enlatado propio;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Incremento en la remuneracion;NA;Gestion;No;Totalmente de acuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;Si;No;En evaluación;No esta definido;De la empresa;No aplica;Presencial;No aplica / Prefiero no responder;4;106.46;1;90000;845.3879391320685;1
442;2021-11-05T17:10:49Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;2;HRBP;Indeterminado;Full time;Generalista;2;2;2;5;140000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de internet, Gimnasio, Home office, Idiomas;No recibo bono;1 solo;50;Octubre;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;140000;1315.047905316551;1
443;2021-11-05T17:21:42Z;Mujer cis;25 - 30;Universitario completo;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;5;HRBP;Indeterminado;Full time;Reclutamiento;0;0;0;0;81000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Gimnasio, Home office, Idiomas;No recibo bono;No tuve ajustes;0;Septiembre;No;Bizneo;Reclutamiento;No;0;5;No,  pero escucho ofertas;Bonos / comisiones / clientes del exterior;NA;Infinito;No;Totalmente de acuerdo;0.4;En desacuerdo;No tengo ninguna discapacidad;No se;Si;Voy rotando entre la oficina y el teletrabajo;Mixto;Ya volvimos 100%;De la empresa;3 días;Mixta;Algo satisfecho;4;106.46;1;81000;760.8491452188616;1
444;2021-11-05T17:46:09Z;Hombre cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;1000;Analista;Indeterminado;Full time;Compensaciones y beneficios;0;0;0;4;80000;Medicina prepaga / Plan de salud, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Seguro de vida (adicionales a los de ley);No recibo bono;No tuve ajustes;0;NA;No;Workday;Client solution;Si;0.1;2;Sí, activamente;Home office;NA;Equipo;No;NA;NA;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Marzo 2022 en adelante;NA;NA;Teletrabajo;NA;NA;106.46;1;80000;751.4559458951719;1
445;2021-11-05T17:52:00Z;Mujer cis;36 - 40;Diplomado de posgrado completo;Contador Público;Universidad Pública;Bolivia;NA;Relación de Dependencia;Industrias químicas;51 - 100;Multinacional;2;Analista;Indeterminado;Full time;Compensaciones y beneficios;0;0;0;12;8500;No tengo beneficios adicionales;Un sueldo;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;No;0.5;4;No,  pero escucho ofertas;Horarios flexibles;Como comparto mi tiempo teniendo 3 hijos;Humanismo;No;Ni de acuerdo ni en desacuerdo;0.2;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;De común acuerdo;2 días;Presencial;Muy satisfecho;3;6.96;1;8500;1221.2643678160919;1
446;2021-11-05T18:45:02Z;Hombre cis;46 - 50;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Bolivia;NA;Relación de Dependencia;Otros;51 - 100;Nacional;2;Director;Indeterminado;Full time;Administración de Personal;1;2;2;15;14000;No tengo beneficios adicionales;Un sueldo;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;TR4;Talento Humano;No;0.3;5;NA;Sábados libres. Bonificaciones por desempeño.;Afiliacion religiosa;Estrategias;No;De acuerdo;0.3;De acuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Muy instatisfecho;5;6.96;1;14000;2011.4942528735633;1
447;2021-11-05T19:41:12Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Tucumán;Relación de Dependencia;Minería;5.001 - 10.000;Multinacional;20;Analista;Indeterminado;Full time;Generalista;2;5;5;10;175000;Medicina prepaga / Plan de salud, Horarios flexibles, Home office, Seguro de vida (adicionales a los de ley), Reintegros en capacitación;No recibo bono;2 ajustes;20;Agosto;No;Workday;Recursos Humanos;Si;0.7;4;Sí, activamente;traslados, mejor prepaga, gimnasio;tenes hijos?;coordinacion;No;Totalmente de acuerdo;0.1;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;175000;1643.8098816456886;1
448;2021-11-05T20:39:50Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;251 - 500;Multinacional;6;Analista;Indeterminado;Full time;Generalista;0;3;3;6;115000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Abono de internet, Frutas y snacks, Home office, Idiomas;No recibo bono;3 o más ajustes;50;Octubre;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;Si;0.3;3;No,  pero escucho ofertas;100% trabajo remoto, maternidad extendida, bono por desempeño.;Si tenia pensado ser madre pronto;Empatia;No;Ni de acuerdo ni en desacuerdo;0.5;En desacuerdo;Obesidad;No;No;Si;Mixto;No esta definido;De la empresa;No aplica;Mixta;Muy instatisfecho;3;106.46;1;115000;1080.2179222243096;1
449;2021-11-05T20:48:36Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;251 - 500;Nacional;5;Responsable;Indeterminado;Full time;Generalista;0;4;4;12;210000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Comedor / Almuerzos, Home office;No recibo bono;3 o más ajustes;40;Noviembre;No;No tenemos sistema de gestión;Recursos Humanos;No;0;4;No estoy buscando cambiar;Trabajar menor cantidad de horas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;210000;1972.5718579748263;1
450;2021-11-05T20:52:40Z;Mujer cis;18 - 25;Universitario completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;8;Analista;Indeterminado;Full time;Reclutamiento;0;0;0;1;72000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Abono de internet, Gimnasio, Home office, Idiomas, Posgrados, Reintegro en electricidad;No recibo bono;1 solo;20;Octubre;No;No tenemos sistema de gestión;Talento Humano;No;0;4;No,  pero escucho ofertas;Mas dias libres, bonos, salario en usd;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;72000;676.3103513056548;1
451;2021-11-05T21:11:37Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Chubut;Relación de Dependencia;Servicios de consultoría;251 - 500;Multinacional;10;Analista;Indeterminado;Full time;Administración de Personal;0;0;0;7;190000;Tarjeta de descuento, Frutas y snacks;Menos de un sueldo;3 o más ajustes;26;Octubre;No;Enlatado propio;Capital Humano;No;0.1;3;No,  pero escucho ofertas;Almuerzo, descuentos locales, prestamos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;190000;1784.7078715010334;1
452;2021-11-05T22:36:01Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;501 - 1.000;Multinacional;50;Analista;Indeterminado;Full time;Payroll;0;2;2;2;79000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Abono de internet, Charter / Servicio de transporte, Combustible, Frutas y snacks, Home office, Idiomas, Posgrados;No recibo bono;3 o más ajustes;30;Octubre;No;Workday;Recursos Humanos;No;0.3;3;No,  pero escucho ofertas;Bonos salariales;¿Que objeto te gustaría/no te gustaría ser?;Presencia;No;Totalmente de acuerdo;0.5;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Marzo 2022 en adelante;De la empresa;4 días;Mixta;Muy satisfecho;5;106.46;1;79000;742.0627465714823;1
453;2021-11-05T22:37:30Z;Mujer cis;18 - 25;Universitario completo;Administración de Empresas;Universidad Privada;Perú;NA;Relación de Dependencia;Educación;251 - 500;Nacional;10;Pasante;Pasante;Part time;Reclutamiento;0;0;0;1;930;Medicina prepaga / Plan de salud, Horarios flexibles, Seguro de vida (adicionales a los de ley);Menos de un sueldo;No tuve ajustes;0;NA;No;SAP / SuccessFactors;Gestión del talento humano;No;0;4;Sí, activamente;Tener días de home office. También descuentos y convenios con instituciones.;NA;Estratégico;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.0567;1;930;229.25037592131534;1
454;2021-11-05T22:38:53Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;2.501 - 5.000;Nacional;60;HRBP;Indeterminado;Full time;Generalista;0;0;0;10;207000;Medicina prepaga / Plan de salud, Licencias extendidas, Abono de internet, Frutas y snacks, Posgrados, Préstamos;Dos sueldos;2 ajustes;12;Octubre;No;Meta4;People;No;0;4;No,  pero escucho ofertas;Congelamiento ovulos, pago en usd, dias extra vacaciones;NA;NA;No;De acuerdo;0.3;De acuerdo;No tengo ninguna discapacidad;No;Si;Si;Mixto;No aplica;De la empresa;A elección de cada empleado;Mixta;No aplica / Prefiero no responder;4;106.46;1;207000;1944.3922600037574;1
455;2021-11-05T23:20:03Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Chile;NA;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;1;Responsable;Indeterminado;Full time;Generalista;0;2;2;4;580000;Medicina prepaga / Plan de salud, Horarios flexibles, Seguro de vida (adicionales a los de ley);No recibo bono;No tuve ajustes;25;Abril;Si, en emprendimiento relacionado con RRHH;Transtecnia;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Bonos;NA;Estresante;Si;De acuerdo;0.4;Ni de acuerdo ni en desacuerdo;Visual;No;Si;Voy rotando entre la oficina y el teletrabajo;En evaluación;Ya volvimos 100%;De la empresa;3 días;Presencial;Muy instatisfecho;4;829.94;1;580000;698.8456996891341;1
456;2021-11-05T23:39:23Z;Mujer cis;31 - 35;Universitario en curso;Administración de Empresas;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Otros;1.001 - 2.500;Multinacional;18;Responsable;Indeterminado;Full time;People Analytics;3;12;1;10;182500;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Reintegro de cursos realizados;No recibo bono;No tuve ajustes;45;Noviembre;No;HC Work;Recursos Humanos;No;0.5;4;No estoy buscando cambiar;Pago de combustible;NA;Desarrollo;No;De acuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;Algo satisfecho;3;106.46;1;182500;1714.258876573361;1
457;2021-11-06T00:00:30Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;1.001 - 2.500;Multinacional;9;HRBP;Indeterminado;Full time;Administración de Personal;0;2;2;5;100000;Medicina prepaga / Plan de salud, Charter / Servicio de transporte, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;2 ajustes;47;Septiembre;Si, en emprendimiento relacionado con RRHH;GV;Recursos Humanos;Si;0.1;3;Sí, activamente;Horarios flexibles, Home office, posibilidades de trabajar desde cualquier lugar, gimnasio, reintegro de internet, prepaga, descuentos;Me incomoda que me pregunten la actividad de mis padres y si tengo pareja, que pregunten incluso a qué se dedica. No entiendo que información puede aportar sobre mi desempeño profesional.;Empatía;No;En desacuerdo;0.2;Totalmente de acuerdo;No tengo ninguna discapacidad;No;Si;Si;En evaluación;No esta definido;De la empresa;No aplica;Mixta;No aplica / Prefiero no responder;4;106.46;1;100000;939.3199323689649;1
458;2021-11-06T01:09:21Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Costa Rica;NA;Relación de Dependencia;Alimentación, bebidas;101 - 250;Multinacional;3;Administrativo;Indeterminado;Full time;Generalista;0;2;2;7;635000;No tengo beneficios adicionales;No recibo bono;1 solo;1;Junio;No;Softland;Recursos Humanos;No;0;1;Sí, activamente;Medico de empresa, asociación solidarista, bonos;La edad;Pasión;No;De acuerdo;0.1;Ni de acuerdo ni en desacuerdo;Prefiero no responder;Si;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;2 días;Mixta;No aplica / Prefiero no responder;2;632.2;1;635000;1004.4289781714647;1
