id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_empresa;anios_puesto;anios_rh;sueldo_bruto;modalidad;beneficios;bono;ajuste;ajuste_porcentaje;idioma_exigencia;idioma_situaciones;recomendacion;busqueda;comunidad;comunidades;consejo_empleados;diversidad_sexual;discapacidad;diversidad_management;contrata_senior;contrata_discapacidad;sufrio_acoso;machismo;procesos_erp;tienen_pa;herramientas_analisis;prioridad_pa;usa_genai;genai_casos;capacitacion_pa;moneda;codigo_iso;banco;tipo_cambio;fuente;multiplicador;sueldo_ft;sueldo_dolar;cuenta
238;2023-10-21T23:43:01Z;Hombre cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;San Luis;Relación de Dependencia;Servicios profesionales;10.001 o más;Multinacional;1000;Gerente;Indeterminado;Full time;Transformación de RH;0;0;0;13;2500000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Asistencia Psicológica, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Asesoramiento Financiero, Posgrados, Coaching, Seguro de vida (adicionales a los de ley), Reintegros en capacitación, Tarjeta Prepaga;Variable en función de los resultados de compañía;3 o más ajustes;50;Si;Reuniones, Emails, Reportes, Capacitación, Entrevistas, Documentación;5;No estoy buscando cambiar;No;NA;Formación adicional en tendencias de RH.;Si;No tengo ninguna discapacidad;0.5;Si;No se;No;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación, Compensación y Beneficios;Si;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;Las uso frecuentemente (varias veces al mes);NA;Excel, Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), People Analytics, Inteligencia Artificial;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;2500000;6794.586073816383;1
239;2023-10-22T09:52:26Z;Hombre cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Misiones;Relación de Dependencia;Otros;251 - 500;Nacional;1;Responsable;Indeterminado;Full time;Generalista;0;2;2;14;490000;Presencial 100%;Horarios flexibles, desayuno los viernes;Variable en función de los resultados de compañía;3 o más ajustes;70;No;NA;1;No,  pero escucho ofertas;Si;Asociación Misionera de RR.HH.;Que estudie excel;Prefiero no responder;NA;0.5;Si;No se;No;NA;No tenemos sistema de gestión;No;Excel;Ha crecido;No las usé nunca;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;490000;1331.738870468011;1
240;2023-10-22T10:02:50Z;Mujer cis;26 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Otros;51 - 100;Nacional;1;Gerente;Monotributista;Full time;Administración de personal;0;5;3;3;500;Presencial 100%;No tengo beneficios adicionales, Horarios flexibles, Frutas y snacks, Préstamos;No recibo bono;2 ajustes;30;No;NA;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.5;No;No;No;No es un entorno machista;NA;No;Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);NA;People Analytics;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;500;1.3589172147632766;1
241;2023-10-22T11:19:24Z;Hombre cis;36 - 40;Maestría o superior abandonada;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Multinacional;5;Gerente;Indeterminado;Full time;Generalista;4;2;2;17;2400000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley), Reintegro en electricidad;Tres sueldos o más;3 o más ajustes;105;No;Capacitación, Documentación;5;No,  pero escucho ofertas;No;NA;Mantenerse actualizado, estudiar inglés, aprender de people analytics, del negocio y numeros;Si;No tengo ninguna discapacidad;0.5;Si;No;Si;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación;Si;Reportes Nativos del Sistema de Gestión, Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;Las usé sólo una vez;Consultas generales, resolver consultas para people analytics (formulas, PowerBI);Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), Base de Datos (SQL);Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;2400000;6522.802630863728;1
242;2023-10-22T12:04:10Z;Hombre cis;46 - 50;Terciario abandonado;Contador Público;Universidad Privada;México;NA;Relación de Dependencia;Comercio;5.001 - 10.000;Nacional;22;Gerente;Indeterminado;Full time;Todo lo anterior;22;28;5;28;100000;Presencial 100%;Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Posgrados, Coaching, Seguro de vida (adicionales a los de ley);No recibo bono;1 solo;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso mexicano;MXN;BANXICO;17.103;https://www.banxico.org.mx/SieInternet/consultarDirectorioInternetAction.do?sector=6&accion=consultarCuadro&idCuadro=CF102&locale=es;1;100000;5846.927439630474;1
243;2023-10-22T14:19:02Z;Hombre cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios profesionales;1 - 50;Nacional;2;Analista;Monotributista;Full time;Generalista;0;0;0;1;300000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Asistencia Psicológica, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas, Asesoramiento Financiero, Coaching, Sorteos, regalos, políticas de bienestar (días libres), 10 días de estudio;No recibo bono;3 o más ajustes;50;No;Screening de perfiles;5;No,  pero escucho ofertas;No;NA;Que no se necesitan mil años de experiencia, siempre hay oportunidades para quienes recién inician, que se animen a ir por lo que les gusta;No;No tengo ninguna discapacidad;0.2;Si;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Gestión del Desempeño, Capacitación, Asana para gestión de proyectos, IA para diseños de procesos y flujos;Si;Reportes Nativos del Sistema de Gestión, Excel, Asana;Ha crecido;Las uso frecuentemente (varias veces al mes);Optimización de procesos, descripción de puestos, búsquedas laborales atractivas, redacción de informes, proyectos de consultoría, etc;Asana, Factorial HR;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;300000;815.350328857966;1
244;2023-10-22T17:10:15Z;Hombre cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;251 - 500;Multinacional;4;Analista;Indeterminado;Part time;HRIS / Administración de sistemas de RH;0;3;1;7;740000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Asesoramiento Financiero, Seguro de vida (adicionales a los de ley);Un sueldo;3 o más ajustes;95;Si;Reuniones, Emails, Reportes, Capacitación, Documentación;5;No estoy buscando cambiar;No;NA;Que busque explorar y aprender lo más rápido posible;No;No tengo ninguna discapacidad;0.6;NA;No se;No;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación, Compensación y Beneficios;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;No sé;Las uso ocasionalmente (alguna vez en los últimos 3 meses);"Para formulas de excel
Para código de app scripts en google sheets y automatizar tareas";NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;740000;2011.1974778496494;1
245;2023-10-22T17:43:00Z;Mujer cis;36 - 40;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Salta;Relación de Dependencia;Minería;101 - 250;Nacional;1;Responsable;Indeterminado;Full time;Generalista;0;0;0;5;280;Presencial 100%;Medicina prepaga / Plan de salud, Horarios flexibles;No recibo bono;1 solo;30;No;NA;5;No,  pero escucho ofertas;Si;"Grupos de RRHH de mi provincia; ONGs";El área es inmensa y sumamente desafiante dependiendo la industria.;No;No tengo ninguna discapacidad;0.1;Si;Si;Si;No es un entorno machista;Sueldos;No;Excel;No sé;Las uso frecuentemente (varias veces al mes);Para elaborar notas, redactar mails, definir perfiles, armar publicaciones para RRSS;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;280;0.7609936402674349;1
247;2023-10-22T18:47:15Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Neuquén;Relación de Dependencia;Tecnologías de información;1 - 50;Multinacional;2;Responsable;Contractor (para otros países);Full time;Generalista;1;1;0;10;2000000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Guadería, Home office;No recibo bono;No tuve ajustes;0;Si;Capacitación, Entrevistas;5;Sí, activamente;No;NA;Ganar experiencia en voluntariados. No dejar de estudiar y meterle con todo al inglés;Si;Mental;0.9;No;Si;Si;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Capacitación;No;NA;No sé;Las uso frecuentemente (varias veces al mes);Para Todo! Hace mejor mi performace;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;2000000;5435.668859053107;1
248;2023-10-22T18:56:40Z;Mujer cis;36 - 40;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Servicios de salud;101 - 250;Nacional;3;Responsable;Indeterminado;Full time;Relaciones laborales;2;1;4;12;380000;Presencial 100%;No tengo beneficios adicionales;No recibo bono;2 ajustes;60;No;Nunca;2;Sí, activamente;No;Ninguna;NA;No;No tengo ninguna discapacidad;0.7;Si;Si;No;No es un entorno machista;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;380000;1032.7770832200902;1
249;2023-10-22T21:50:11Z;Prefiero no responder;31 - 35;Terciario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Construcción;101 - 250;Nacional;2;Administrativo;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;1;1;6;180000;Presencial 100%;No tengo beneficios adicionales;No recibo bono;2 ajustes;50;No;NA;1;Sí, activamente;No;NA;NA;No;No tengo ninguna discapacidad;0.1;No;No;No;Si pero no es tanto;Sueldos;No;NA;No sé;No las usé nunca;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;180000;489.2101973147796;1
250;2023-10-22T22:14:50Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;3;Responsable;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;2;0;5;508000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Home office;No recibo bono;3 o más ajustes;86;No;NA;4;No,  pero escucho ofertas;No;NA;Estudien ingles, hagan cursos fuera de la carrera (si es que la tienen). Con la practica se aprende todo. Aprendan tecnologías.;No;No tengo ninguna discapacidad;0.2;No;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Gestión del Desempeño, Compensación y Beneficios;No;Reportes Nativos del Sistema de Gestión, Excel;Ha crecido;Las usé sólo una vez;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;508000;1380.6598901994892;1
251;2023-10-23T08:48:54Z;Hombre cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;7000;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;0;0;12;338600;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de internet, Comedor / Almuerzos, Frutas y snacks, Guadería, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley), Reintegro en electricidad, Spotify / Netflix / Servicios de Streaming, Masajes;Variable en función de los resultados de compañía;3 o más ajustes;128;Si;Reuniones, Emails, Reportes, Capacitación, Entrevistas;4;No,  pero escucho ofertas;No;NA;Que siempre esté formándose, y aprendiendo. Que no baje los brazos a encontrar su primer experiencia;Si;No tengo ninguna discapacidad;0.4;Si;Si;Si;No es un entorno machista;Sueldos, Gestión del Desempeño, Capacitación;Si;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Armar reportes;Excel, Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), Inteligencia Artificial;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;338600;920.2587378376909;1
252;2023-10-23T10:04:42Z;Mujer cis;26 - 30;Maestría o superior en curso;Psicología;Universidad Pública;Argentina;Tucumán;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;4;Analista;Contractor (para otros países);Full time;Reclutamiento y selección;0;1;1;3;1200000;Remoto 100%;Horarios flexibles, Vacaciones extendidas, Home office, Idiomas;Menos de un sueldo;No tuve ajustes;30;Si;Reuniones, Emails, Reportes, Capacitación, Entrevistas, Documentación;5;No,  pero escucho ofertas;Si;NA;NA;No;No tengo ninguna discapacidad;0.7;Si;No se;No;No es un entorno machista;Búsquedas/Applicant Tracking System;No;Excel;No sé;Las uso frecuentemente (varias veces al mes);Email, reportes, job description, power points (diapositivas), frases para ciertas situaciones;People Analytics;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;1200000;3261.401315431864;1
253;2023-10-23T10:25:20Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Construcción;501 - 1.000;Multinacional;18;Analista;Indeterminado;Full time;Capacitación y desarrollo;0;2;2;10;623000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office;No recibo bono;3 o más ajustes;66;Si;Reuniones, Entrevistas;4;No,  pero escucho ofertas;No;NA;Que es una gran carrera, con una amplia salida laboral;No;No tengo ninguna discapacidad;0.1;No;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Capacitación;No;Plataforma de BI (por ej., Power BI, Qlik, etc.);No sé;No las usé nunca;NA;Excel, Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.);Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;623000;1693.2108495950426;1
254;2023-10-23T11:04:08Z;Mujer cis;31 - 35;Universitario completo;Contador Público;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);2.501 - 5.000;Nacional;30;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;1;1;3;460000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Charter / Servicio de transporte, Frutas y snacks, Home office;No recibo bono;3 o más ajustes;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;460000;1250.2038375822144;1
255;2023-10-23T11:42:16Z;Mujer cis;36 - 40;Universitario completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;1 - 50;Nacional;1;Gerente;Indeterminado;Full time;Generalista;0;0;0;8;973000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Gimnasio;No recibo bono;2 ajustes;30;No;Reuniones, Emails, Entrevistas;1;Sí, activamente;No;NA;Que se mantenga actualizado y se capacite;Prefiero no responder;No tengo ninguna discapacidad;0.7;No;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Compensación y Beneficios;No;NA;Ha crecido;Las uso frecuentemente (varias veces al mes);Para consultar y pimponear y pensar estrategias;People Analytics;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;973000;2644.452899929336;1
256;2023-10-23T11:55:01Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;2;Analista;Contractor (para otros países);Full time;Reclutamiento y selección;0;0;0;5;1500000;Híbrido/Mixto;Horarios flexibles, Frutas y snacks, Home office, Idiomas;No recibo bono;No tuve ajustes;0;Si;Reuniones, Emails, Reportes, Capacitación, Documentación;5;No estoy buscando cambiar;No;NA;NA;No;No tengo ninguna discapacidad;0.3;No;No;No;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos;No;Reportes Nativos del Sistema de Gestión, Excel;Se mantuvo estable;Las uso ocasionalmente (alguna vez en los últimos 3 meses);para buscar empresas en donde estén utilizando ciertas tecnologías especificas;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;1500000;4076.75164428983;1
257;2023-10-23T12:32:42Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Uruguay;NA;Relación de Dependencia;Tecnologías de información;251 - 500;Multinacional;8;HRBP;Contractor (para otros países);Full time;Generalista;0;12;1;20;1400000;Remoto 100%;Horarios flexibles, Home office, Reintegros en capacitación;No recibo bono;No tuve ajustes;5;Si;Reuniones, Emails, Reportes, Capacitación, Entrevistas, Documentación;5;No estoy buscando cambiar;Si;NA;NA;No;No tengo ninguna discapacidad;0.3;Si;No se;No;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Capacitación;No;Reportes Nativos del Sistema de Gestión, Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);Armado descripciones de puesto, investigación para armado de procesos, herramientas y comunicaciones;NA;Pero uruguayo;UYU;BCU;39.246;https://www.bcu.gub.uy/Politica-Economica-y-Mercados/Paginas/Cierre-del-Mercado-de-Cambios.aspx;1;1400000;35672.42521530856;1
258;2023-10-23T13:31:56Z;Mujer cis;51 - 55;Universitario completo;Administración de Empresas;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Otros;1 - 50;Nacional;1;Jefe;Indeterminado;Full time;Generalista;0;2;2;20;650000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Vacaciones extendidas, Home office;No recibo bono;3 o más ajustes;103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;650000;1766.5923791922596;1
259;2023-10-23T15:41:19Z;Hombre cis;26 - 30;Universitario completo;ciencia política;Universidad Privada;Argentina;Entre Ríos;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;7000;Analista;Indeterminado;Full time;Reclutamiento y selección;0;1;1;4;600000;Remoto 100%;Medicina prepaga / Plan de salud, Tarjeta de descuento, Vacaciones extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Seguro de vida (adicionales a los de ley), Spotify / Netflix / Servicios de Streaming, pedidos ya;Un sueldo;3 o más ajustes;128;No;NA;4;No,  pero escucho ofertas;Si;simulación entrevistas;NA;No;No tengo ninguna discapacidad;0.7;Si;Si;No;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación, Compensación y Beneficios;No sé;Plataforma de BI (por ej., Power BI, Qlik, etc.);Ha crecido;Las uso frecuentemente (varias veces al mes);NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;600000;1630.700657715932;1
261;2023-10-23T19:38:43Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;251 - 500;Multinacional;16;Analista;Indeterminado;Full time;Generalista;0;2;1;5;850000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Asistencia Psicológica, Frutas y snacks, Gimnasio, Home office, Asesoramiento Financiero, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;No tuve ajustes;0;Si;Reuniones, Emails, Reportes, Capacitación, Entrevistas, Documentación;5;No,  pero escucho ofertas;No;NA;Que trabaje lo antes posible  y que estudie inglés.;No;No tengo ninguna discapacidad;0.3;No;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación, Compensación y Beneficios;Si;Plataforma de BI (por ej., Power BI, Qlik, etc.), Software de Data Science (R, Python, SAS), Excel;No sé;Las uso frecuentemente (varias veces al mes);Modificar emails complejos;People Analytics;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;850000;2310.1592650975704;1
262;2023-10-23T22:39:41Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;501 - 1.000;Multinacional;8;Analista;Indeterminado;Full time;Reclutamiento y selección;0;5;10;15;1100;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Abono de celular, Gimnasio, Home office, Idiomas, Reintegro en electricidad;Menos de un sueldo;2 ajustes;20;Si;Emails, Entrevistas;3;No estoy buscando cambiar;No;NA;Que viva su propia experiencia no me gusta dar consejos;No;No tengo ninguna discapacidad;0.5;No;No;No;Si pero no es tanto;Compensación y Beneficios;No;Plataforma de BI (por ej., Power BI, Qlik, etc.);Ha crecido;Las usé sólo una vez;Cuando se me corta la creatividad;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), Base de Datos (SQL);Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;1100;2.9896178724792084;1
263;2023-10-24T11:09:06Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Industrias químicas;251 - 500;Nacional;8;Analista;Indeterminado;Full time;Comunicación interna;0;6;2;10;414000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Frutas y snacks, Home office;No recibo bono;No tuve ajustes;100;No;NA;2;No estoy buscando cambiar;No;NA;Realizar una diplomatura o curso. No es necesario una carrera larga para ingresar a RRHH. Solo tenes que tratar de ingresar de a poco al área.;No;No tengo ninguna discapacidad;0.4;Si;No;No;Si pero no es tanto;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;414000;1125.183453823993;1
264;2023-10-24T13:24:47Z;Hombre cis;26 - 30;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Jujuy;Relación de Dependencia;Construcción;101 - 250;Nacional;3;Analista;Eventual;Full time;Payroll / Liquidación de sueldos;0;1;1;2;580000;Presencial 100%;No tengo beneficios adicionales;No recibo bono;3 o más ajustes;40;No;Nunca;2;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.1;Si;No;No;Si pero no es tanto;Nómina, Sueldos;No;Excel;Ha decrecido;Las usé sólo una vez;Para darme ideas sobre como avanzar en algún proyecto de gestión de datos;No;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;580000;1576.343969125401;1
265;2023-10-24T13:29:30Z;Mujer cis;36 - 40;Diplomado de posgrado completo;Psicología;Universidad Pública;Argentina;Tucumán;Relación de Dependencia;Otros;251 - 500;Nacional;1;Jefe;Indeterminado;Full time;Reclutamiento y selección;0;11;11;11;597000;Presencial 100%;Comedor / Almuerzos, Home office, Reintegros en capacitación;Menos de un sueldo;3 o más ajustes;83;No;NA;3;No,  pero escucho ofertas;No;NA;que trabaje su inteligencia emocional.;No;No tengo ninguna discapacidad;0.1;No;Si;Si;Si, es muy machista;Sueldos,;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel,;Se mantuvo estable;Las uso ocasionalmente (alguna vez en los últimos 3 meses);para redactar instructivos, procedimientos;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), Base de Datos (SQL), Ciencia de Datos (R, Python, Sas, etc.), People Analytics, Inteligencia Artificial;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;597000;1622.5471544273523;1
266;2023-10-24T15:58:19Z;Hombre cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Comercio;501 - 1.000;Nacional;8;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;2;3;420000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Abono de internet, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley);No recibo bono;3 o más ajustes;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;420000;1141.4904604011524;1
267;2023-10-25T07:59:47Z;Mujer cis;31 - 35;Universitario abandonado;Abogacía;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Otros;1.001 - 2.500;Nacional;33;HRBP;Indeterminado;Full time;Generalista;0;0;0;7;700000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Charter / Servicio de transporte, Frutas y snacks, Home office;Variable en función de los resultados de compañía;3 o más ajustes;90;No;Emails;3;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.1;No;No;No;Si pero no es tanto;Nómina, Sueldos, Gestión del Desempeño;Si;Data studio;Ha crecido;Las usé sólo una vez;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;700000;1902.4841006685872;1
268;2023-10-25T09:40:22Z;Mujer cis;51 - 55;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;1;Responsable;Indeterminado;Part time;Reclutamiento y selección;0;11;11;30;270000;Remoto 100%;Horarios flexibles, Abono de celular, Seguro de vida (adicionales a los de ley);No recibo bono;2 ajustes;100;Si;Emails, Reportes, Entrevistas, Documentación;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.5;NA;No;No;No es un entorno machista;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;270000;733.8152959721693;1
