id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_empresa;anios_puesto;anios_rh;sueldo_bruto;beneficios;bono;bono_frecuencia;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;partidos_oficina;agenda;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;desarrollo;anecdota;influencia_rh;colegio;colegio_fundamento;comunidad;comunidades;tarea_odiosa;diversidad_sexual;discapacidad;libertad_ser;diversidad_management;contrata_senior;contrata_discapacidad;lenguaje_inclusivo;linea_segura;sufrio_acoso;machismo;modalidad;dias_teletrabajo;satisfaccion_retorno;estres;comparacion;motivo;registro_fiscal;anios_freelance;que_te_motivo_a_trabajar_por_tu_cuenta;donde_trabajas_habitualmente;exporta;medio_pago_exterior;cuotas;colaboracion_freelance;servicio_busqueda;busqueda_it;entrevista_ingles;trabajas_a_riesgo;coeficiente;base_coeficiente;garantia;servicio_principal;negociacion;valor_hora
293;2022-10-29T20:24:11Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;1;;120000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de internet, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Reintegro en electricidad, Reintegros en capacitación, Regalo en la tarjeta de crédito, bono a fin de año, dia de cumple libre.;Variable en función de los resultados de compañía;Anual;No tuve ajustes;;NA;No;Trabajo full remoto;No me interesa;No;0;4;No estoy buscando cambiar;4;No tengo mucha experiencia, pero no por eso zafé de las entrevistas bizarras. Una vez el candidato se prendió UN CIGARRILLO en el medio de la entrevista. Otra donde el candidato empezó a ventilar cosas re confidenciales sobre sus empresas anteriores/actuales. Y la última, el tipo empezó la entrevista contándome detalles de LOS JUICIOS que le había hecho a su empleador actual, ni hola me dijo jajskjsks #horror;Si, tiene un rol importante real;Si;Creo que es importante fundamentar salarios bases para posiciones de Recursos Humanos, asi como también establecer y difundir buenas prácticas en el ejercicio de la profesión.;Si;;Armar los informes de las entrevistas.;Si;No tengo ninguna discapacidad;Totalmente de acuerdo;0.2;No;No;Ni de acuerdo ni en desacuerdo;No;No;No es un entorno machista;Remoto 100%;5 días;Algo satisfecho;3;No me siento estresada o estresado;Por el momento, el nivel de estrés es muy bajo ya que logré cubrir mis objetivos antes del plazo estimado.;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
294;2022-10-30T12:13:27Z;Mujer cis;31 - 35;Diplomado de posgrado completo;Psicología;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Servicios de salud;2.501 - 5.000;Nacional;;Analista;Indeterminado;Full time;Capacitación y desarrollo;0;;0;;235000;Tarjeta de descuento;No recibo bono;No recibo bono;2 ajustes;;Octubre;Si, en emprendimiento no relacionado con RRHH;No;No me interesa;No;0;2;Sí, activamente;2;NA;Se dice que sí, pero en la práctica no tiene un rol importante;No se;No tengo claro para qué serviría;No;;Organizar la fiesta/regalos de fin de año;No;No tengo ninguna discapacidad;De acuerdo;0.3;Si;No;En desacuerdo;Si;No;No es un entorno machista;Presencial 100%;No aplica;Muy insatisfecho;6;Con más estrés;El trabajar en la oficina;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
295;2022-10-31T10:31:40Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Contractor;;NA;Casa;Si;Wise;No;Si;No;NA;NA;NA;;NA;NA;Generalista;No;4800
296;2022-10-31T14:31:28Z;Mujer cis;25 - 30;Universitario completo;Psicología;Universidad Privada;Bolivia;NA;Relación de Dependencia;Comercio;251 - 500;Nacional;;Responsable;Indeterminado;Full time;Generalista;0;;1;;5600;Tarjeta de descuento, Gimnasio;No recibo bono;No recibo bono;No tuve ajustes;;NA;No;No;No está permitido;No;0;1;Sí, activamente;1;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Organizar la fiesta/regalos de fin de año;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.4;No;No;De acuerdo;No;Si;No es un entorno machista;En evaluación;No aplica;Algo satisfecho;10;Con más estrés;No cumplieron lo que me prometieron cuando cambie de trabajo;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
297;2022-11-01T12:54:09Z;Varon;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Alimentación, bebidas;501 - 1.000;Nacional;;Jefe;Indeterminado;Full time;Relaciones Industriales;1;;0;;300000;Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Reintegros en capacitación;Variable en función de los resultados de compañía;Anual;3 o más ajustes;;Septiembre;Si, en proyectos ad honorem;Sí;Sí, formalmente está avalado por la empresa;No;0;4;No,  pero escucho ofertas;3;Tentarme muy muy fuertemente en una entrevista.;Si, tiene un rol importante real;Si;Formaciones, Beneficios, Seguimiento y trazabilidad de tratos, Seguimiento de abusos (sacar la matricula por sorete) por ejemplo;Si;;Archivar;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.1;Si;Si;Ni de acuerdo ni en desacuerdo;No;No;Si, es muy machista;Presencial 100%;No aplica;Muy satisfecho;5;Mismo nivel de estrés;Porque quiero estar con mi familia. En realidad no quiero trabajar;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
298;2022-11-03T09:26:54Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;251 - 500;Multinacional;;Analista;Indeterminado;Full time;HRIS / Administración de sistemas de RH;0;;0;;300000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Un sueldo;Anual;3 o más ajustes;;Noviembre;No;No;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;Si;0.7;5;No estoy buscando cambiar;2;Que estando en RRHH, buscando trabajo, un gerente de otra empresa me confirmó que el puesto de trabajo era mio y luego eligió a otra persona.;Si, tiene un rol importante real;No;Para qué? No creo que agregue valor realmente.;No;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;De acuerdo;0.5;No se;No se;Ni de acuerdo ni en desacuerdo;Si;No;No es un entorno machista;En evaluación;A elección de cada sector o empleado;Algo insatisfecho;7;Mismo nivel de estrés;Muchos pedidos al mismo tiempo y multitasking;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
299;2022-11-03T09:48:22Z;Mujer cis;41 - 45;Universitario completo;Psicología;Universidad Privada;Chile;NA;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;Independencia, libertad, trabajar en lo que me gusta;Casa;Si;PayPal;No;Si;No;NA;NA;NA;;NA;NA;Capacitación;Depende el cliente;100000
300;2022-11-03T12:07:14Z;Hombre cis;31 - 35;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Chaco;Relación de Dependencia;Construcción;251 - 500;Nacional;;Analista;Indeterminado;Full time;Administración de personal;0;;5;;150000;No tengo beneficios adicionales;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
301;2022-11-03T12:43:58Z;Mujer cis;31 - 35;Universitario completo;Administración de Empresas;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Otros;1.001 - 2.500;Multinacional;;Jefe;Indeterminado;Full time;People analytics;5;;2;;386900;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Combustible, Reintegros en capacitación;Menos de un sueldo;Anual;2 ajustes;;Septiembre;No;Sí;Sí, formalmente está avalado por la empresa;No;0;4;No,  pero escucho ofertas;4;NA;Si, tiene un rol importante real;Si;Para tener las regulaciones de honorarios;Si;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.3;No;No;Ni de acuerdo ni en desacuerdo;Si;No;Si pero no es tanto;Presencial 100%;NA;Algo satisfecho;8;Con menos estrés;Ocupación de muchos temas al mismo tiempo, y preocupación por las que no son mías que termino haciendo para que no queden sin ser realizadas;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
302;2022-11-03T13:44:21Z;Mujer cis;46 - 50;Terciario en curso;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;Río Negro;Relación de Dependencia;Otros;51 - 100;Nacional;;Administrativo;Indeterminado;Full time;Administración de personal;0;;4;;120000;No tengo beneficios adicionales;No recibo bono;No recibo bono;No tuve ajustes;;Agosto;Si, en emprendimiento no relacionado con RRHH;No;No me interesa;No;0.2;2;Sí, activamente;1;Que no favorece al empleado;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Debe saber de leyes laborales de situación médica etc;Si;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;De acuerdo;0;Si;No;Ni de acuerdo ni en desacuerdo;No;Si;Si, es muy machista;Presencial 100%;No aplica;Algo satisfecho;10;Con más estrés;La falta de respuesta alas necesidades laborales orden;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
303;2022-11-03T13:59:52Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Misiones;Relación de Dependencia;Otros;51 - 100;Nacional;;Jefe;Indeterminado;Full time;Generalista;1;;3;;336900;Frutas y snacks, Home office, Idiomas;No recibo bono;No recibo bono;3 o más ajustes;;Octubre;No;Sí;No se bloquea, siempre se atiende;No;0.2;3;No,  pero escucho ofertas;3;No que un excel estaba mal configurado y eso genere que no incluya en los regalos de antiguedad a los del área de Mantenimiento, nos dimos cuenta en plena fiesta de fin de año y a los que les faltó, eran del gremio... ups, alto lío se armó;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Creo que debe haber un registro de profesionales y regular las actividades, controlar las prestaciones, etc;Si;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.5;Si;No;En desacuerdo;Si;No;Si pero no es tanto;Presencial 100%;A elección de cada sector o empleado;Algo satisfecho;8;Con más estrés;En general creo que afecta más bien el entorno por el aspecto económico del país, la incertidumbre y el hecho de tener que estar negociando con directores cada dos meses para ver si se adecúan los salarios para no perder poder adquisitivo;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
304;2022-11-03T16:11:23Z;Mujer cis;51 - 55;Diplomado de posgrado completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;101 - 250;Nacional;;Responsable;Indeterminado;Full time;Generalista;1;;3;;250000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular;No recibo bono;No recibo bono;1 solo;;Julio;Si, en emprendimiento relacionado con RRHH;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
305;2022-11-03T16:49:52Z;Hombre cis;31 - 35;Diplomado de posgrado completo;Psicología;Universidad Pública;Uruguay;NA;Relación de Dependencia;Industria metalúrgica, metalmecánica;101 - 250;Multinacional;;Jefe;Indeterminado;Full time;Generalista;1;;4;;190000;Combustible, Comedor / Almuerzos, Idiomas;Dos sueldos;Anual;2 ajustes;;Julio;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
306;2022-11-03T17:42:48Z;Mujer cis;31 - 35;Terciario completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;101 - 250;Nacional;;HRBP;Indeterminado;Full time;Generalista;0;;3;;390000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Abono de internet, Home office, Idiomas, Reintegros en capacitación;Un sueldo;Anual;2 ajustes;;Octubre;No;Sí;Sí, formalmente está avalado por la empresa;No;NA;3;No,  pero escucho ofertas;2;Tuve que hacerle una entrevista a un postulante que vino alcoholizado.;Se dice que sí, pero en la práctica no tiene un rol importante;No;NA;No;;Preguntas reiterativas del personal que son fácilmente respondidas si leyeran las políticas e instructivos.;No;No tengo ninguna discapacidad;De acuerdo;0.3;No;No;Ni de acuerdo ni en desacuerdo;No;Si;Si pero no es tanto;Remoto 100%;No aplica;Muy insatisfecho;9;Con más estrés;Cambio de CEO, desvinculaciones masivas, salidas voluntrias de empleados, bajo ppto, cambio de los drivers culturales de la organización, menos manos en HR y mas carga laboral repartida en el equipo.;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
307;2022-11-03T18:59:12Z;Mujer cis;36 - 40;Universitario completo;Psicología;Universidad Pública;Paraguay;NA;Relación de Dependencia;Otros;101 - 250;Nacional;;Gerente;Indeterminado;Full time;Capacitación y desarrollo;1;;3;;13800000;Medicina prepaga / Plan de salud, Licencias extendidas, Comedor / Almuerzos, Frutas y snacks, Guadería, Home office, Seguro de vida (adicionales a los de ley), Reintegros en capacitación;Un sueldo;Anual;1 solo;;Noviembre;No;No;No está permitido;No;0;4;No,  pero escucho ofertas;4;Una vez tuve que buscar colaboradores que adopten gatitos que nacieron en el estacionamiento de la oficina;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Para actualizaciones ya que es un área importante en cualquier empresa y requiere de profesionales aptos;Si;;Trámites presenciales en organismos públicos;No;Mental;En desacuerdo;0.5;Si;No;Totalmente de acuerdo;No;No;Si pero no es tanto;Presencial 100%;No aplica;Algo satisfecho;7;Con más estrés;Por la energía que implica la presencialidad y creo qué como dos años paramos, me cuesta retomar;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
308;2022-11-04T10:11:57Z;Mujer cis;36 - 40;Universitario abandonado;Trabajo Social;Universidad Pública;Argentina;Buenos Aires;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;Mayor libertad, autonomía, manejo de horarios y equilibrio entre vida personal y profesional. Puedo elegir en qué proyectos o desafíos me involucro;Casa;No;No exporto servicios;Si, frecuentemente;Si;Si;No;No;Depende el cliente;;Remuneración mensual del ingresante;3 meses;NA;NA;NA
309;2022-11-04T11:48:40Z;Hombre cis;18 - 25;Universitario completo;Sistemas;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;;Analista;Indeterminado;Full time;-;2;;1;;545000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Abono de internet, Home office, Idiomas, Posgrados, Reintegro en electricidad;Menos de un sueldo;Semestral;3 o más ajustes;;Septiembre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
310;2022-11-05T00:44:53Z;Mujer trans;41 - 45;Diplomado de posgrado completo;Sistemas;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;;Director;Indeterminado;Full time;Reclutamiento y selección;25;;8;;650000;Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Abono de celular, Gimnasio, Home office, Idiomas;Variable en función de los resultados de compañía;Trimestral;3 o más ajustes;;Octubre;Si, en emprendimiento relacionado con RRHH;Trabajo full remoto;Sí, formalmente está avalado por la empresa;No;0.1;4;No,  pero escucho ofertas;4;no recuerdo;Si, tiene un rol importante real;No;NA;No;;Trámites presenciales en organismos públicos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
311;2022-11-05T10:28:39Z;Mujer cis;31 - 35;Universitario completo;Administración de Empresas;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;101 - 250;Nacional;;Analista;Indeterminado;Full time;Generalista;0;;5;;220000;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Frutas y snacks, Día de cumpleaños libre;No recibo bono;No recibo bono;3 o más ajustes;;Octubre;No;Sí;Sí, formalmente está avalado por la empresa;No;0;4;Sí, activamente;3;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Archivar;No;No tengo ninguna discapacidad;De acuerdo;0.1;No;No;Ni de acuerdo ni en desacuerdo;No;Si;Si, es muy machista;Presencial 100%;No aplica;No aplica / Prefiero no responder;8;Mismo nivel de estrés;Sobrecarga de tareas;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
312;2022-11-05T20:48:34Z;Mujer cis;25 - 30;Maestría o superior completa;Ingeniería Industrial;Universidad Privada;México;NA;Relación de Dependencia;Tecnologías de información;1.001 - 2.500;Multinacional;;Administrativo;Indeterminado;Full time;Generalista;0;;4;;25000;Abono de internet, Home office, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;1 solo;;Junio;No;No;No está permitido;Si;0.5;3;Sí, activamente;2;NA;Si, tiene un rol importante real;No se;NA;No;;Armar presentaciones en PowerPoint;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
313;2022-11-05T23:06:05Z;Hombre cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Agricultura, plantaciones, otros sectores rurales;51 - 100;Nacional;;Gerente;Indeterminado;Full time;Generalista;1;;0;;430000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Abono de celular, Combustible, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office, Idiomas;Dos sueldos;Anual;2 ajustes;;Agosto;Si, en proyectos ad honorem;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;5;No,  pero escucho ofertas;2;Una pasante me pidio que mintiera por ella porque no queria ir a trabajar al dia siguiente;Si, tiene un rol importante real;No;No encuentro el beneficio que traeria.;Si;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;En desacuerdo;0.2;No;No se;Ni de acuerdo ni en desacuerdo;No;No;Si, es muy machista;Mixto;2 días;Algo satisfecho;7;Mismo nivel de estrés;Cantidad de cosas para hacer;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
314;2022-11-06T10:27:41Z;Hombre cis;31 - 35;Diplomado de posgrado completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;;HRBP;Contractor (para otros países);Full time;Reclutamiento y selección;0;;0;;3750;Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Guadería, Idiomas;No recibo bono;No recibo bono;No tuve ajustes;;NA;No;Trabajo full remoto;No me interesa;No;0;5;No estoy buscando cambiar;3;"- En una entrevista grupal una candidata contó que le tenía fobia a los globos.
- un programador se quejó con rrhh porque la gente pasaba y le decía hola, y por eso el no se podía concentrar.";Si, tiene un rol importante real;No se;Me da igual;No;;Ponerle onda y responder con altura a boludeces;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.5;No se;Si;Totalmente de acuerdo;Si;No;Si pero no es tanto;Remoto 100%;A elección de cada sector o empleado;No aplica / Prefiero no responder;8;Con menos estrés;Sindrome del impostor;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
315;2022-11-06T23:48:33Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;5.001 - 10.000;Nacional;;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;;4;;350000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Préstamos;Dos sueldos;Anual;3 o más ajustes;;Agosto;Si, en emprendimiento relacionado con RRHH;Sí;No me interesa;No;0;5;No,  pero escucho ofertas;3;En una entrevista, el selector me daba a entender que no respetaban lo que indicaban de casa central sumado a criticas a la gestión y cuándo me preguntaron quien me había recomendado, resulto ser su jefa, dato que yo  desconocía. No quede seleccionad@....;Si, tiene un rol importante real;Si;Formalizaría  la profesión;Si;;Archivar;No;Visual???;De acuerdo;0.3;No;No se;Totalmente de acuerdo;No se;Si;Si pero no es tanto;Mixto;3 días;Muy insatisfecho;4;No me siento estresada o estresado;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
316;2022-11-07T07:43:10Z;Hombre cis;36 - 40;Maestría o superior completa;Contador Público;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;1 - 50;Nacional;;Gerente;Indeterminado;Full time;Generalista;7;;8;;950000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Dos sueldos;Anual;2 ajustes;;Julio;Si, en emprendimiento no relacionado con RRHH;Sí;No me interesa;Si;0.1;4;No,  pero escucho ofertas;3;NA;No tiene un rol importante en la toma de decisiones;No;NA;No;;Archivar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
317;2022-11-07T10:45:54Z;Hombre cis;25 - 30;Maestría o superior completa;Economia;Universidad Pública;México;NA;Relación de Dependencia;Comercio;10.001 o más;Nacional;;Jefe;Indeterminado;Full time;People analytics;2;;1;;50000;Horarios flexibles, Vacaciones extendidas, Combustible, Home office, Préstamos, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;1 solo;;Julio;No;Sí;No está permitido;No;0.4;4;No,  pero escucho ofertas;2;Ser el área que vela por el bienestar y tener casos de personas enfermas por una mala gestión del trabajo;Si, tiene un rol importante real;Si;En México las personas que elijen RH como área de trabajo suelen especializarse hasta el final de su carrera (psicología u administración de empresas ) o bien en los Másters, sin embargo sería de mucho valor que hubiese profesionales que desde la Licenciatura estudiaran RH.;Si;;Armar presentaciones en PowerPoint;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.5;No;Si;De acuerdo;Si;No;No es un entorno machista;Mixto;1 día;Muy insatisfecho;5;Con menos estrés;Volver a desplazarme, y lidiar con el tráfico;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
318;2022-11-07T11:28:41Z;Mujer cis;41 - 45;Maestría o superior en curso;Abogacía;Universidad Privada;Argentina;Neuquén;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;251 - 500;Multinacional;;Jefe;Indeterminado;Full time;Capacitación y desarrollo;1;;1;;720;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Gimnasio, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Agosto;Si, en emprendimiento relacionado con RRHH;No;No me interesa;Si;0.4;5;No,  pero escucho ofertas;3;?;Si, tiene un rol importante real;No;los colegios profesionales solo existen para cobrar la matricula;No;;Organizar la fiesta/regalos de fin de año;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.1;Si;No;Totalmente en desacuerdo;Si;Si;Si, es muy machista;Mixto;A elección de cada sector o empleado;Algo satisfecho;6;Con más estrés;cantidad de trabajo;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
319;2022-11-07T13:58:10Z;Mujer cis;36 - 40;Maestría o superior completa;Administración de Empresas;Universidad Pública;Argentina;Buenos Aires;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;Flexibilidad de horarios;Casa;No;No exporto servicios;Si, eventualmente;No;Si;No;Si, esporádicamente;Si;;Remuneración mensual del ingresante;2 meses;NA;NA;NA
320;2022-11-07T18:13:47Z;Mujer cis;31 - 35;Maestría o superior en curso;Psicología;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Tecnologías de información;251 - 500;Multinacional;;HRBP;Contractor (para otros países);Full time;Reclutamiento y selección;0;;0;;765000;Horarios flexibles, Vacaciones extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Reintegros en capacitación, 100% remoto;No recibo bono;No recibo bono;No tuve ajustes;;NA;Si, en emprendimiento relacionado con RRHH;Trabajo full remoto;No me interesa;Si;1;5;No estoy buscando cambiar;4;NA;Si, tiene un rol importante real;No se;NA;Si;;NA;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.4;Si;No se;En desacuerdo;Si;Si;No es un entorno machista;Remoto 100%;5 días;No aplica / Prefiero no responder;7;Con menos estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
